@relation '264019L1 2-weka.filters.unsupervised.attribute.MergeManyValues-C1-Ldobry-R1,3-weka.filters.unsupervised.attribute.MergeManyValues-C1-Lz?y-R1,2,3-weka.filters.unsupervised.attribute.Remove-R10-weka.filters.unsupervised.attribute.Reorder-Rfirst-last-weka.filters.unsupervised.attribute.Reorder-Rlast-first-weka.filters.unsupervised.attribute.Discretize-B5-M-1.0-R4-precision6'

@attribute 'okres w jakim bêdzie pobiera³ dochód' numeric
@attribute 'okres w jakim pobiera³ dochód' numeric
@attribute p³eæ {kobieta,mê¿czyzna}
@attribute wiek {'\'(-inf-30.4]\'','\'(30.4-42.8]\'','\'(42.8-55.2]\'','\'(55.2-67.6]\'','\'(67.6-inf)\''}
@attribute 'kwota kredytu' numeric
@attribute 'ktore rolowanie' numeric
@attribute 'miesieczny dochod netto' numeric
@attribute 'rodzaj Ÿród³a dochodu' numeric
@attribute 'status pozyczki' {dobry,z?y}

@data
48,24,kobieta,'\'(55.2-67.6]\'',300,0,2282,13,dobry
48,23,kobieta,'\'(-inf-30.4]\'',417,0,1500,11,z?y
48,135,kobieta,'\'(55.2-67.6]\'',300,3,634.64,16,dobry
48,34,mê¿czyzna,'\'(-inf-30.4]\'',500,0,2327.94,11,dobry
48,117,mê¿czyzna,'\'(30.4-42.8]\'',575.74,4,2050,11,dobry
48,97,kobieta,'\'(42.8-55.2]\'',300,4,911,98,dobry
48,11,kobieta,'\'(55.2-67.6]\'',200,0,992.96,13,dobry
3,20,kobieta,'\'(42.8-55.2]\'',300,0,700,12,z?y
48,56,mê¿czyzna,'\'(-inf-30.4]\'',300,4,1000,11,dobry
48,127,kobieta,'\'(67.6-inf)\'',200,4,865,13,dobry
48,37,mê¿czyzna,'\'(42.8-55.2]\'',300,1,2100,11,dobry
48,120,kobieta,'\'(42.8-55.2]\'',300,4,992.84,11,dobry
3,0,kobieta,'\'(55.2-67.6]\'',200,0,780,99,dobry
48,186,mê¿czyzna,'\'(55.2-67.6]\'',500,3,2100,11,dobry
48,75,kobieta,'\'(55.2-67.6]\'',600,3,1370,13,dobry
48,22,mê¿czyzna,'\'(55.2-67.6]\'',371.45,4,1500,13,dobry
1,9,kobieta,'\'(30.4-42.8]\'',200,4,980,12,dobry
48,67,kobieta,'\'(42.8-55.2]\'',600,1,1300,11,dobry
48,196,kobieta,'\'(30.4-42.8]\'',500,3,1700,11,dobry
48,313,kobieta,'\'(42.8-55.2]\'',1283.66,0,1638,11,dobry
48,101,mê¿czyzna,'\'(55.2-67.6]\'',400,0,1000,11,z?y
48,77,kobieta,'\'(55.2-67.6]\'',500,0,1310,13,dobry
48,198,mê¿czyzna,'\'(42.8-55.2]\'',200,3,1045,16,dobry
1,38,kobieta,'\'(30.4-42.8]\'',600,1,1540,12,dobry
48,77,kobieta,'\'(55.2-67.6]\'',200,2,983.97,11,dobry
6,20,kobieta,'\'(42.8-55.2]\'',300,0,1038.68,12,dobry
3,37,kobieta,'\'(42.8-55.2]\'',295.24,4,1032,12,dobry
48,236,mê¿czyzna,'\'(42.8-55.2]\'',300,0,3300,11,dobry
3,0,mê¿czyzna,'\'(42.8-55.2]\'',300,0,977,12,z?y
48,173,kobieta,'\'(42.8-55.2]\'',200,0,848.27,16,z?y
48,143,kobieta,'\'(55.2-67.6]\'',400,1,815,13,dobry
48,180,kobieta,'\'(67.6-inf)\'',200,0,1255,13,z?y
48,160,kobieta,'\'(42.8-55.2]\'',246.99,4,1400,11,dobry
11,19,mê¿czyzna,'\'(-inf-30.4]\'',200,0,1521,12,dobry
48,44,kobieta,'\'(30.4-42.8]\'',400,1,980.11,11,dobry
48,53,mê¿czyzna,'\'(-inf-30.4]\'',300,0,1800,12,dobry
14,71,kobieta,'\'(42.8-55.2]\'',500,0,990,17,dobry
48,134,mê¿czyzna,'\'(55.2-67.6]\'',400,0,2600,11,dobry
48,60,mê¿czyzna,'\'(42.8-55.2]\'',200,1,1460.17,11,dobry
48,44,mê¿czyzna,'\'(67.6-inf)\'',450,4,2000,13,dobry
48,360,mê¿czyzna,'\'(55.2-67.6]\'',500,0,1151,16,z?y
48,164,mê¿czyzna,'\'(55.2-67.6]\'',400,1,1473.04,16,dobry
48,231,kobieta,'\'(55.2-67.6]\'',500,1,720,13,dobry
48,15,mê¿czyzna,'\'(55.2-67.6]\'',500,0,1327.87,16,z?y
48,64,kobieta,'\'(42.8-55.2]\'',200,4,749.28,16,dobry
48,52,mê¿czyzna,'\'(67.6-inf)\'',300,0,1420,13,dobry
48,203,mê¿czyzna,'\'(42.8-55.2]\'',895.59,0,2500,11,dobry
48,160,kobieta,'\'(42.8-55.2]\'',300,0,1400,11,dobry
48,64,kobieta,'\'(55.2-67.6]\'',500,0,962,13,dobry
48,76,mê¿czyzna,'\'(67.6-inf)\'',300,4,1426,13,dobry
48,104,kobieta,'\'(55.2-67.6]\'',300,1,1100,13,dobry
48,318,kobieta,'\'(42.8-55.2]\'',200,3,967.64,11,dobry
48,26,kobieta,'\'(55.2-67.6]\'',700,4,3700,13,dobry
48,279,mê¿czyzna,'\'(67.6-inf)\'',300,1,1772.53,13,dobry
48,188,kobieta,'\'(67.6-inf)\'',300,0,1016,13,dobry
48,52,mê¿czyzna,'\'(55.2-67.6]\'',348.19,4,2947,11,z?y
48,130,kobieta,'\'(67.6-inf)\'',407.31,4,980,16,dobry
48,55,kobieta,'\'(55.2-67.6]\'',500,4,1362,13,dobry
48,159,kobieta,'\'(67.6-inf)\'',300,1,2100,13,dobry
48,87,kobieta,'\'(55.2-67.6]\'',500,4,1900,13,dobry
3,11,mê¿czyzna,'\'(55.2-67.6]\'',328,4,1000,12,dobry
3,31,kobieta,'\'(42.8-55.2]\'',328.32,4,1000,12,dobry
48,86,kobieta,'\'(30.4-42.8]\'',277.34,4,1770,11,dobry
48,240,kobieta,'\'(55.2-67.6]\'',500,0,2249.14,11,z?y
48,254,mê¿czyzna,'\'(67.6-inf)\'',350,1,1519,13,dobry
48,318,mê¿czyzna,'\'(42.8-55.2]\'',500,0,2080,11,dobry
9,29,kobieta,'\'(42.8-55.2]\'',200,0,1079,17,dobry
48,10,kobieta,'\'(55.2-67.6]\'',200,3,980,98,dobry
48,205,kobieta,'\'(42.8-55.2]\'',400,1,1577.42,11,dobry
48,129,kobieta,'\'(55.2-67.6]\'',700,4,2066,13,dobry
48,119,kobieta,'\'(55.2-67.6]\'',800,4,580,13,z?y
48,54,kobieta,'\'(42.8-55.2]\'',600,4,3200,11,dobry
2,9,mê¿czyzna,'\'(42.8-55.2]\'',300,4,670,12,dobry
48,117,kobieta,'\'(42.8-55.2]\'',200,4,1400,11,dobry
48,45,mê¿czyzna,'\'(30.4-42.8]\'',200,4,1300,11,dobry
48,71,kobieta,'\'(67.6-inf)\'',1000,1,2291,13,dobry
48,46,kobieta,'\'(30.4-42.8]\'',284.19,4,1200,98,dobry
48,93,kobieta,'\'(42.8-55.2]\'',300,4,900,11,dobry
48,51,kobieta,'\'(55.2-67.6]\'',200,3,634,16,dobry
3,3,kobieta,'\'(30.4-42.8]\'',400,0,730,99,z?y
48,61,kobieta,'\'(55.2-67.6]\'',300,0,1409,13,z?y
48,247,kobieta,'\'(67.6-inf)\'',200,4,1026,13,dobry
48,29,kobieta,'\'(55.2-67.6]\'',296,4,1658,13,dobry
48,158,kobieta,'\'(67.6-inf)\'',200,4,803.86,13,dobry
2,18,kobieta,'\'(30.4-42.8]\'',250,1,2290.55,99,dobry
48,81,mê¿czyzna,'\'(67.6-inf)\'',300,0,562,13,dobry
48,96,mê¿czyzna,'\'(55.2-67.6]\'',200,3,1287.66,13,dobry
48,34,kobieta,'\'(42.8-55.2]\'',400,0,1300,11,dobry
48,120,mê¿czyzna,'\'(42.8-55.2]\'',300,0,1360,11,dobry
48,66,kobieta,'\'(55.2-67.6]\'',200,0,670,13,dobry
48,29,kobieta,'\'(30.4-42.8]\'',799.85,0,2050,11,dobry
48,66,kobieta,'\'(55.2-67.6]\'',400,1,1411,16,dobry
2,19,kobieta,'\'(30.4-42.8]\'',200,3,599.03,12,dobry
4,6,kobieta,'\'(42.8-55.2]\'',300,0,989.89,12,z?y
48,123,kobieta,'\'(55.2-67.6]\'',300,3,1233,13,dobry
48,51,kobieta,'\'(42.8-55.2]\'',800,4,3440,13,dobry
48,224,kobieta,'\'(67.6-inf)\'',200,4,1185.33,13,dobry
48,201,mê¿czyzna,'\'(55.2-67.6]\'',659.87,0,3040,13,dobry
48,60,kobieta,'\'(55.2-67.6]\'',400,0,1500,13,dobry
6,5,kobieta,'\'(30.4-42.8]\'',200,4,1032.34,12,dobry
48,120,kobieta,'\'(55.2-67.6]\'',200,4,1635,13,dobry
48,27,kobieta,'\'(55.2-67.6]\'',218.32,4,975,13,dobry
48,37,kobieta,'\'(30.4-42.8]\'',900,0,2200,11,dobry
48,55,kobieta,'\'(55.2-67.6]\'',700,2,1977,13,dobry
48,140,mê¿czyzna,'\'(67.6-inf)\'',315.49,4,960,13,dobry
48,221,mê¿czyzna,'\'(55.2-67.6]\'',200,4,1162,13,dobry
48,63,kobieta,'\'(42.8-55.2]\'',700,5,2300,16,dobry
2,33,mê¿czyzna,'\'(30.4-42.8]\'',800,1,1500,12,dobry
2,1,mê¿czyzna,'\'(-inf-30.4]\'',200,0,1300,99,z?y
48,77,mê¿czyzna,'\'(-inf-30.4]\'',375.81,0,1888.27,11,dobry
48,76,kobieta,'\'(55.2-67.6]\'',300,2,917,13,dobry
48,46,kobieta,'\'(42.8-55.2]\'',216.24,3,1344.9,11,dobry
48,17,kobieta,'\'(30.4-42.8]\'',1000,0,6000,98,dobry
48,28,mê¿czyzna,'\'(55.2-67.6]\'',400,4,1313.41,16,dobry
48,204,kobieta,'\'(30.4-42.8]\'',1000,0,2200,11,z?y
48,195,kobieta,'\'(67.6-inf)\'',200,1,866.46,13,dobry
48,60,kobieta,'\'(42.8-55.2]\'',400,4,2800,11,dobry
48,66,mê¿czyzna,'\'(30.4-42.8]\'',495.15,1,2470,11,dobry
48,51,mê¿czyzna,'\'(42.8-55.2]\'',600,0,2000,11,dobry
48,166,mê¿czyzna,'\'(55.2-67.6]\'',350,0,1503,13,dobry
14,22,mê¿czyzna,'\'(55.2-67.6]\'',235.97,4,1100,12,dobry
48,119,kobieta,'\'(67.6-inf)\'',600,4,2120,13,dobry
48,119,kobieta,'\'(67.6-inf)\'',500,4,1200,13,dobry
48,113,kobieta,'\'(55.2-67.6]\'',460,4,1013.74,13,dobry
48,45,kobieta,'\'(55.2-67.6]\'',300,0,781.21,13,z?y
48,85,kobieta,'\'(55.2-67.6]\'',400,3,1500,11,dobry
48,132,mê¿czyzna,'\'(67.6-inf)\'',300,0,1580,13,z?y
2,56,kobieta,'\'(55.2-67.6]\'',350,1,547.89,17,dobry
48,121,kobieta,'\'(55.2-67.6]\'',300,0,1031,13,dobry
48,131,kobieta,'\'(55.2-67.6]\'',700,5,930,13,dobry
48,112,mê¿czyzna,'\'(42.8-55.2]\'',600,4,2673.17,12,dobry
48,94,kobieta,'\'(55.2-67.6]\'',670,1,930,13,dobry
48,222,kobieta,'\'(55.2-67.6]\'',400,5,714,13,dobry
48,113,kobieta,'\'(55.2-67.6]\'',400,2,840,13,dobry
48,60,kobieta,'\'(55.2-67.6]\'',400,0,1134,13,z?y
48,15,mê¿czyzna,'\'(30.4-42.8]\'',423.23,4,2700,11,dobry
2,22,kobieta,'\'(42.8-55.2]\'',200,4,1350,12,dobry
38,29,kobieta,'\'(42.8-55.2]\'',300,3,1009.34,12,z?y
10,8,mê¿czyzna,'\'(-inf-30.4]\'',500,0,1204,12,z?y
48,141,mê¿czyzna,'\'(55.2-67.6]\'',200,2,1611,13,dobry
48,233,kobieta,'\'(42.8-55.2]\'',500,0,2500,11,dobry
14,27,mê¿czyzna,'\'(-inf-30.4]\'',600,4,1300,12,z?y
1,149,mê¿czyzna,'\'(42.8-55.2]\'',300,4,798.8,17,z?y
48,88,kobieta,'\'(55.2-67.6]\'',1000,4,2670,11,dobry
48,64,kobieta,'\'(67.6-inf)\'',300,1,1000,13,dobry
6,5,mê¿czyzna,'\'(42.8-55.2]\'',300,1,1042,12,z?y
48,9,kobieta,'\'(30.4-42.8]\'',300,4,1027,12,dobry
48,93,kobieta,'\'(42.8-55.2]\'',250,4,3000,11,dobry
5,9,kobieta,'\'(30.4-42.8]\'',300,4,1200,12,dobry
48,96,kobieta,'\'(55.2-67.6]\'',400,4,1137.19,13,dobry
0,3,kobieta,'\'(30.4-42.8]\'',300,0,1100,12,z?y
48,192,kobieta,'\'(67.6-inf)\'',300,0,1027,13,dobry
48,201,kobieta,'\'(55.2-67.6]\'',200,4,802.83,13,dobry
48,270,kobieta,'\'(67.6-inf)\'',400,4,1239,13,dobry
48,93,kobieta,'\'(55.2-67.6]\'',200,2,720.19,13,dobry
48,176,mê¿czyzna,'\'(55.2-67.6]\'',500,2,2250.05,11,dobry
18,9,mê¿czyzna,'\'(42.8-55.2]\'',400,5,600,12,dobry
48,237,mê¿czyzna,'\'(42.8-55.2]\'',300,1,3300,11,dobry
48,138,mê¿czyzna,'\'(67.6-inf)\'',300,0,1150,13,dobry
48,70,kobieta,'\'(55.2-67.6]\'',265.58,4,1189,13,dobry
4,31,mê¿czyzna,'\'(42.8-55.2]\'',417.8,3,1574.45,12,dobry
48,342,mê¿czyzna,'\'(42.8-55.2]\'',500,4,1320,11,dobry
48,285,kobieta,'\'(42.8-55.2]\'',400,4,3170,11,dobry
48,36,mê¿czyzna,'\'(30.4-42.8]\'',357.31,4,1261.98,11,dobry
48,231,mê¿czyzna,'\'(55.2-67.6]\'',350,3,837,16,dobry
19,190,kobieta,'\'(55.2-67.6]\'',900,4,684,17,dobry
10,1,mê¿czyzna,'\'(42.8-55.2]\'',500,0,1000,12,z?y
48,189,mê¿czyzna,'\'(42.8-55.2]\'',606.35,4,3200,11,dobry
48,65,kobieta,'\'(55.2-67.6]\'',400,3,1474.55,13,dobry
48,78,mê¿czyzna,'\'(30.4-42.8]\'',200,0,1195,11,z?y
48,162,kobieta,'\'(67.6-inf)\'',500,4,951,13,dobry
26,12,kobieta,'\'(30.4-42.8]\'',400,4,660,12,dobry
48,12,kobieta,'\'(42.8-55.2]\'',400,5,1045.6,16,dobry
2,9,kobieta,'\'(42.8-55.2]\'',600,4,1675,12,dobry
48,4,mê¿czyzna,'\'(30.4-42.8]\'',300,0,1220,98,z?y
48,54,kobieta,'\'(42.8-55.2]\'',1000,4,5800,11,dobry
48,86,mê¿czyzna,'\'(55.2-67.6]\'',1000,3,3600,13,dobry
48,24,kobieta,'\'(55.2-67.6]\'',200,0,1600,16,dobry
48,165,mê¿czyzna,'\'(30.4-42.8]\'',300,4,1800,11,dobry
20,12,mê¿czyzna,'\'(-inf-30.4]\'',300,3,1400,12,dobry
48,18,kobieta,'\'(55.2-67.6]\'',400,3,1817.24,13,dobry
48,3,mê¿czyzna,'\'(55.2-67.6]\'',300,0,1047,11,z?y
48,114,kobieta,'\'(42.8-55.2]\'',200,1,1740,16,dobry
48,139,kobieta,'\'(67.6-inf)\'',500,1,640,13,dobry
48,245,kobieta,'\'(67.6-inf)\'',200,4,965,13,dobry
48,52,kobieta,'\'(30.4-42.8]\'',600,0,1800,11,dobry
48,69,mê¿czyzna,'\'(55.2-67.6]\'',300,0,634.64,16,z?y
48,54,kobieta,'\'(55.2-67.6]\'',500,4,1212,13,dobry
2,0,mê¿czyzna,'\'(-inf-30.4]\'',500,0,1300,12,z?y
48,20,kobieta,'\'(55.2-67.6]\'',367.31,4,1684,13,dobry
48,138,mê¿czyzna,'\'(55.2-67.6]\'',407.1,0,2010,13,dobry
48,179,kobieta,'\'(42.8-55.2]\'',327,4,2065.98,11,dobry
48,68,kobieta,'\'(55.2-67.6]\'',500,4,1000,13,dobry
48,201,kobieta,'\'(30.4-42.8]\'',449.33,3,2927,11,dobry
2,1,kobieta,'\'(30.4-42.8]\'',200,0,780,12,z?y
48,25,mê¿czyzna,'\'(-inf-30.4]\'',200,0,1400,11,dobry
48,14,kobieta,'\'(30.4-42.8]\'',496.83,4,1600,11,dobry
48,115,kobieta,'\'(67.6-inf)\'',200,4,959.6,16,dobry
48,3,mê¿czyzna,'\'(42.8-55.2]\'',500,0,1031,11,z?y
48,78,kobieta,'\'(55.2-67.6]\'',400,3,1170,13,dobry
48,37,kobieta,'\'(55.2-67.6]\'',200,4,1172.2,11,dobry
48,201,kobieta,'\'(55.2-67.6]\'',321.21,3,892,16,dobry
48,245,kobieta,'\'(67.6-inf)\'',1070,1,2421.55,13,dobry
5,2,kobieta,'\'(42.8-55.2]\'',250,0,864.6,17,dobry
48,103,kobieta,'\'(55.2-67.6]\'',300,4,1130,13,dobry
16,56,kobieta,'\'(42.8-55.2]\'',200,3,990.34,12,dobry
48,278,mê¿czyzna,'\'(30.4-42.8]\'',1075.62,4,2875.71,11,z?y
2,34,kobieta,'\'(42.8-55.2]\'',286.94,3,1050,12,dobry
48,79,kobieta,'\'(55.2-67.6]\'',300,4,997,13,dobry
48,137,kobieta,'\'(55.2-67.6]\'',200,4,1428.55,13,dobry
48,208,kobieta,'\'(30.4-42.8]\'',693.7,0,1900,11,dobry
48,193,kobieta,'\'(67.6-inf)\'',300,1,1300,13,dobry
48,561,kobieta,'\'(67.6-inf)\'',200,3,730,13,dobry
48,51,mê¿czyzna,'\'(55.2-67.6]\'',600,1,1217,13,dobry
48,354,kobieta,'\'(42.8-55.2]\'',426.61,5,2470,11,dobry
3,3,kobieta,'\'(42.8-55.2]\'',200,1,598,99,dobry
48,39,mê¿czyzna,'\'(42.8-55.2]\'',300,4,1700,11,dobry
48,27,kobieta,'\'(55.2-67.6]\'',400,0,1589,16,dobry
48,25,kobieta,'\'(55.2-67.6]\'',500,0,1530,13,dobry
48,10,mê¿czyzna,'\'(42.8-55.2]\'',400,5,4000,11,dobry
4,13,mê¿czyzna,'\'(-inf-30.4]\'',200,5,985,17,dobry
48,257,kobieta,'\'(67.6-inf)\'',500,5,729.03,13,dobry
48,139,kobieta,'\'(55.2-67.6]\'',300,3,611,13,dobry
48,212,mê¿czyzna,'\'(55.2-67.6]\'',300,5,3000,11,dobry
48,19,kobieta,'\'(30.4-42.8]\'',600,4,1290,11,dobry
48,183,kobieta,'\'(55.2-67.6]\'',297.69,0,1014,13,dobry
26,45,kobieta,'\'(42.8-55.2]\'',600,3,830.46,12,dobry
48,97,kobieta,'\'(55.2-67.6]\'',300,1,1132,16,dobry
48,246,kobieta,'\'(67.6-inf)\'',200,4,616,13,dobry
48,203,kobieta,'\'(30.4-42.8]\'',200,0,793.89,16,z?y
3,23,mê¿czyzna,'\'(-inf-30.4]\'',300,0,952.89,12,dobry
48,30,mê¿czyzna,'\'(42.8-55.2]\'',300,5,3900,13,dobry
48,111,kobieta,'\'(55.2-67.6]\'',300,3,1350,13,dobry
48,14,mê¿czyzna,'\'(30.4-42.8]\'',200,0,2000,98,dobry
48,31,kobieta,'\'(55.2-67.6]\'',500,2,936,13,dobry
48,201,mê¿czyzna,'\'(42.8-55.2]\'',388.45,0,3178,98,dobry
7,4,mê¿czyzna,'\'(42.8-55.2]\'',371.01,4,1952.35,12,dobry
48,385,kobieta,'\'(55.2-67.6]\'',300,4,1680,11,dobry
48,319,kobieta,'\'(42.8-55.2]\'',600,4,2800,11,dobry
48,80,kobieta,'\'(55.2-67.6]\'',783.61,1,860,13,dobry
48,63,mê¿czyzna,'\'(55.2-67.6]\'',800,4,1000,11,dobry
48,8,mê¿czyzna,'\'(55.2-67.6]\'',400,3,1842.86,11,dobry
48,138,kobieta,'\'(55.2-67.6]\'',300,0,1210,13,dobry
48,138,kobieta,'\'(55.2-67.6]\'',500,1,2051,13,dobry
13,12,mê¿czyzna,'\'(-inf-30.4]\'',200,5,1000,12,dobry
48,247,kobieta,'\'(67.6-inf)\'',200,5,1026,13,dobry
48,306,kobieta,'\'(42.8-55.2]\'',250,4,1700,11,dobry
48,84,kobieta,'\'(30.4-42.8]\'',600,0,5000,98,dobry
48,183,kobieta,'\'(42.8-55.2]\'',200,1,1077,11,dobry
1,7,mê¿czyzna,'\'(42.8-55.2]\'',300,2,1375.47,12,dobry
48,422,mê¿czyzna,'\'(42.8-55.2]\'',600,1,588,16,dobry
48,55,kobieta,'\'(67.6-inf)\'',1000,4,2100,13,dobry
48,41,kobieta,'\'(42.8-55.2]\'',200,0,685,16,dobry
48,70,kobieta,'\'(55.2-67.6]\'',300,1,1240,13,dobry
48,75,kobieta,'\'(55.2-67.6]\'',400,4,1090.14,13,dobry
48,372,kobieta,'\'(42.8-55.2]\'',300,4,1077.49,11,dobry
48,71,mê¿czyzna,'\'(55.2-67.6]\'',200,3,12220,13,dobry
48,161,kobieta,'\'(67.6-inf)\'',200,1,1134.96,13,dobry
48,4,kobieta,'\'(42.8-55.2]\'',400,0,1333,11,z?y
48,117,kobieta,'\'(30.4-42.8]\'',300,1,1286.16,11,dobry
48,91,kobieta,'\'(55.2-67.6]\'',200,4,1389,16,dobry
5,5,mê¿czyzna,'\'(55.2-67.6]\'',800,3,2500,12,dobry
48,79,kobieta,'\'(67.6-inf)\'',378.91,5,1291.18,13,dobry
15,165,kobieta,'\'(-inf-30.4]\'',200,5,1200,17,dobry
0,55,kobieta,'\'(42.8-55.2]\'',400,5,1700,12,dobry
0,2,mê¿czyzna,'\'(-inf-30.4]\'',800,0,2200.33,99,z?y
48,205,kobieta,'\'(42.8-55.2]\'',200,5,1700,11,dobry
48,64,mê¿czyzna,'\'(-inf-30.4]\'',400,0,2700,11,dobry
48,14,mê¿czyzna,'\'(67.6-inf)\'',500,4,1700,13,dobry
48,417,kobieta,'\'(55.2-67.6]\'',200,0,639.31,16,z?y
48,89,kobieta,'\'(42.8-55.2]\'',600,4,1700,11,dobry
48,307,mê¿czyzna,'\'(67.6-inf)\'',300,0,1295.37,13,dobry
48,73,kobieta,'\'(55.2-67.6]\'',300,0,1390.98,13,z?y
48,14,mê¿czyzna,'\'(42.8-55.2]\'',300,0,1400,11,dobry
48,452,mê¿czyzna,'\'(42.8-55.2]\'',300,0,1300,11,dobry
48,58,kobieta,'\'(-inf-30.4]\'',200,2,1373.34,11,dobry
48,26,kobieta,'\'(55.2-67.6]\'',200,4,703,16,dobry
